"area";"condition";"length_mean_sd";"length_mean_min";"length_mean_max";"length_mean";"length_median_sd";"length_median_min";"length_median_max";"length_median";"min_length_sd";"min_length_min";"min_length_max";"min_length";"max_length_sd";"max_length_min";"max_length_max";"max_length";"se_sd";"se_min";"se_max";"se";"correlation_sd";"correlation_min";"correlation_max";"correlation";"rmse_sd";"rmse_min";"rmse_max";"rmse";"bias_sd";"bias_min";"bias_max";"bias";"min_exp_sd";"min_exp_min";"min_exp_max";"min_exp";"max_exp_sd";"max_exp_min";"max_exp_max";"max_exp";"n_exp_rmax_sd";"n_exp_rmax_min";"n_exp_rmax_max";"n_exp_rmax";"overlap_sd";"overlap_min";"overlap_max";"overlap";"n_exp0_sd";"n_exp0_min";"n_exp0_max";"n_exp0"
"CH";"ALEEP30";0,217131625376442;44,7627865961199;45,6067019400353;45,1361331569665;1,06251934966901;55;58;56,55;0;15;15;15;0;60;60;60;0,00110535553689583;0,372824624573984;0,376843654069866;0,374868200548157;0,00271834053960471;0,913656450987434;0,922803389084456;0,918454811945292;0,00574011934586394;0,328624309322239;0,348233992887636;0,338499342104602;0,00694621571507796;0,0278680549102767;0,0591602081439913;0,0481470495782651;0,00193768686500095;0,0317460317460317;0,0379188712522046;0,0356922398589065;0,00260496809221856;0,0934744268077601;0,101410934744268;0,0964726631393298;0;0;0;0;0,000299050915395113;0,0609341779318073;0,0620921827932282;0,0614575660495504;0;0;0;0
"CH";"ALEEP30RE015";0,014841970835621;15,3743386243386;15,4334215167548;15,4041225749559;0;15;15;15;0;15;15;15;0,812727700887249;20;23;21,35;0,00218391964663711;0,535458113545213;0,543430387456525;0,540043773798316;0,00660500677649686;0,812154419431854;0,840002548871153;0,827712943485917;0,00894659969276192;0,456248466977724;0,497536341000333;0,473659494246863;0,00959133850715414;0,0492221623524709;0,0857387159135474;0,0642272464732667;0,000631297225012185;0,0101410934744268;0,0123456790123457;0,0114858906525573;0,0010342896240444;0,0291005291005291;0,0326278659611993;0,0307980599647266;0;0;0;0;2,68110533610816e-05;0,0208278751889338;0,0209250648858784;0,0208682826439451;0;0;0;0
"CH";"ALETF20";0;20;20;20;0;20;20;20;0;20;20;20;0;20;20;20;0,00150380062724849;0,493833293021777;0,499126404882415;0,495895065210675;0,00397659335161559;0,850580253645501;0,864414986587506;0,856510983843564;0,00592788092133371;0,425000254480227;0,445739370174202;0,436292239252537;0,00513356679317666;0,0514315839749994;0,0719770654078373;0,0600531494648688;0,000868977096999717;0,0132275132275132;0,0167548500881834;0,0154761904761905;0,00213670680066472;0,0365961199294533;0,0454144620811287;0,0399911816578483;0;0;0;0;1,87085052451706e-05;0,027004714780288;0,0270692970832595;0,0270303183001596;0;0;0;0
"CH";"ALETF45";0;45;45;45;0;45;45;45;0;45;45;45;0;45;45;45;0,00144550540543849;0,367940562618859;0,373151988246679;0,370415231254553;0,00326006658152661;0,911600516722718;0,923222274050629;0,917871642401134;0,00709902359465363;0,328135177248986;0,357489619401448;0,339840046157508;0,00622112640280474;0,0416307651557913;0,063285899587852;0,0532596602733512;0,00148853566028456;0,0343915343915344;0,0392416225749559;0,0371913580246914;0,0037600609595173;0,0855379188712522;0,0983245149911817;0,091820987654321;0;0;0;0;3,47237061961034e-05;0,0608034800568604;0,060925533653994;0,0608698379519465;0;0;0;0
"CH";"MIFEP30";0,135159908842588;21,4360670194004;21,9435626102293;21,6684744268078;0;15;15;15;0;15;15;15;0;60;60;60;0,000588844443983689;0,237735396958775;0,239678753448062;0,238791439015295;0,00164338804836576;0,955079428629203;0,961648027370944;0,958602837290821;0,00472500433630725;0,228491572082212;0,247542654053751;0,238288756566345;0,00537090611461039;0,00820749310732304;0,0245837743794548;0,0168966635573743;0;0;0;0;0;1;1;1;0,680557047378721;19;21;19,6;0,00147027209974631;0,296574181804986;0,302229101439353;0,298801942258194;3,60518632265416;574;589;582,95
"CH";"MIFEP30RE015";0,00719437668232683;15,1111111111111;15,1362433862434;15,1257275132275;0;15;15;15;0;15;15;15;0,5871429486124;18;20;18,85;0,00103893901648837;0,265941114107465;0,269856865101831;0,267803215048755;0,00181932699987348;0,949339611100944;0,955177612082063;0,951998290630584;0,0051723290871213;0,250751950134653;0,270054522326361;0,260691899101185;0,00589148000560361;0,0217223069087431;0,0414448761403852;0,0317532406963203;0;0;0;0;0;1;1;1;0,833508753466491;13;16;14,2;0,00184714316282492;0,330671789860223;0,337848133700787;0,334945923104145;1,67332005306815;646;653;649,8
"CH";"MIFTF20";0;20;20;20;0;20;20;20;0;20;20;20;0;20;20;20;0,000936616514452804;0,238162782784035;0,24219474426731;0,239841958545536;0,00123646457442864;0,95734453577597;0,962489201459025;0,959811618568873;0,00366076041677238;0,229835586435342;0,245117276073137;0,239027429466497;0,00521718436902874;0,0207186177982939;0,0387979845869166;0,0286437280389988;0;0;0;0;0;1;1;1;0,489360484929593;19;20;19,35;0,00150326789242836;0,319754797209236;0,326137908295463;0,323155005886671;2,60111312204683;606;618;613,85
"CH";"MIFTF45";0;45;45;45;0;45;45;45;0;45;45;45;0;45;45;45;0,000550686305411668;0,17556382633857;0,17737319696878;0,176391916890543;0,00125436685378291;0,972778300300186;0,978338164130584;0,975748218899826;0,00496209764082884;0,174953482826131;0,196788430926593;0,185785043852115;0,00390127162053456;0,0149318505100727;0,0283134597690882;0,0209295459488983;0;0;0;0;0;1;1;1;1,29370947686346;55;59;56,9;0,00108482621868229;0,332229563064366;0,336784721509393;0,334712228360327;4,86231480502424;457;474;467,8
"CH";"PR1TF20";0;20;20;20;0;20;20;20;0;20;20;20;0;20;20;20;0,000874430098375093;0,268005207402437;0,271206183318729;0,269373625227668;0,00156398341201037;0,947845681736966;0,953210645539888;0,951059936450367;0,00467872424381523;0,256693372085926;0,272772360419426;0,263649474851596;0,00422251923034925;0,0282424308260877;0,0420233975334916;0,0343256434584875;0,000242557144717893;0;0,000881834215167548;0,000551146384479718;9,85920625e-05;0,299823633156966;0,30026455026455;0,300242504409171;1,30887657735053;0;5;3,15;0,00064292043506303;0,1413780875862;0,144180321877265;0,142733970874587;0,447213595499958;0;2;0,1
"CH";"PR1TF45";0;45;45;45;0;45;45;45;0;45;45;45;0;45;45;45;0,000884752668955738;0,198759965004278;0,20213710968977;0,200059700142416;0,00131964642182987;0,966890276565251;0,972411632831077;0,969443345153394;0,00475561040829736;0,199905077924912;0,219639927009429;0,208436261290862;0,00533057706588528;0,0161529417649941;0,0371923634384137;0,0242557254115864;0,000653985757239476;0,00220458553791887;0,00485008818342152;0,00392416225749559;0;0,30026455026455;0,30026455026455;0,30026455026455;2,92178748461676;5;18;12,3;0,000486887332010406;0,172907427971443;0,174775886577768;0,173531726158939;0;0;0;0
"CH";"PR2EP30";0,129850726449849;26,6657848324515;27,205467372134;26,900815696649;0,223606797749979;18;19;18,95;0;15;15;15;0;60;60;60;0,000575670537746907;0,272720341055808;0,274681724605321;0,273861805609087;0,00173360556665407;0,943194701700133;0,949369891848206;0,946612576733954;0,00422170167180411;0,263920779894716;0,277947624381682;0,269876299885501;0,00501863665418956;0,0121107738753635;0,0286965248085943;0,0192723085473942;0,000562743485256466;0,00352733686067019;0,00529100529100529;0,00460758377425044;0,00037848107375616;0,298941798941799;0,30026455026455;0,299823633156966;0,470162345981627;0;1;0,3;0,000854572242781614;0,117711724702498;0,120985392986868;0,119452403908439;0;0;0;0
"CH";"PR2EP30RE015";0,0207525968658875;15,4118165784832;15,4880952380952;15,4463624338624;0;15;15;15;0;15;15;15;0,944513241388333;20;24;22,05;0,00180105191220955;0,380889304001695;0,387766126033567;0,384063894574088;0,00354355532917968;0,90234953777669;0,916367734827778;0,910120710513825;0,006456750234236;0,343751945663267;0,368361754805711;0,354285634340031;0,00637261748848973;0,0437327567009392;0,0672716774354172;0,0547458184515842;0,00065359450039486;0,00220458553791887;0,00529100529100529;0,00407848324514991;0,00676140159191501;0,204585537918871;0,231040564373898;0,217372134038801;0;0;0;0;0,00070301966492823;0,0461885946218261;0,0484045546126051;0,0471968775510899;0;0;0;0
"CH";"PR2TF20";0;20;20;20;0;20;20;20;0;20;20;20;0;20;20;20;0,00108705382987913;0,282762322074407;0,286319859818375;0,284556207980778;0,00156541184465498;0,944337505281889;0,950353375742245;0,946621417137648;0,00331804287399885;0,26710691142166;0,279390707533268;0,27477762377647;0,00634999487947154;0,0225980909536051;0,0451875705717315;0,0345947568277449;0,000501194039580481;0,00132275132275132;0,00308641975308642;0,00235890652557319;0,000267626533803759;0,299382716049383;0,30026455026455;0,300044091710758;1,05006265477226;0;3;0,95;0,000547211595269714;0,108946126461559;0,11096213634059;0,110124482291774;0;0;0;0
"CH";"PR2TF45";0;45;45;45;0;45;45;45;0;45;45;45;0;45;45;45;0,000721415348841658;0,209405026694275;0,211704226254267;0,210624762294256;0,00103012841100374;0,965430337097263;0,969221258623233;0,966857261860217;0,00393606277884879;0,210085768942286;0,224383275303094;0,21734490160105;0,00521483561171775;0,0159385905504944;0,0336634146691807;0,0263260557758408;0,000983582778046184;0,00881834215167548;0,0119047619047619;0,0102072310405644;0;0,30026455026455;0,30026455026455;0,30026455026455;1,84960877797953;4;11;8,5;0,000355635008726085;0,142447261890073;0,143654370756076;0,143063133575332;0;0;0;0
"CH";"PR3EP30";0,19991852419371;30,9104938271605;31,5890652557319;31,1877204585538;0,443520604161508;26;27;26,275;0;15;15;15;0;60;60;60;0,000721346984319549;0,285235455693185;0,288046094098884;0,286189356648688;0,00187611734627571;0,940339524467612;0,946594608593981;0,943069555300379;0,00449191135840353;0,26968313336101;0,285352875174451;0,278851668276109;0,00790453528208263;0,00736288316002928;0,0375518857722661;0,0199354914367094;0,000958290930565115;0,00925925925925926;0,0127865961199295;0,0113536155202822;0,000611538551094885;0,297178130511464;0,299823633156966;0,298875661375661;0;0;0;0;0,000906112716511014;0,0934404801424385;0,0962573791026511;0,094721045913748;0;0;0;0
"CH";"PR3EP30RE015";0,0156310359667105;15,4422398589065;15,4986772486772;15,4722001763668;0;15;15;15;0;15;15;15;0,812727700887249;21;24;21,85;0,00270473321145476;0,464146035420044;0,474152551899997;0,468956981451869;0,00324220997253857;0,860487438289774;0,873013462043101;0,86778271706409;0,00502279448583749;0,411996558768891;0,430597092333966;0,420133570307557;0,00835874556414409;0,0425938900857077;0,0743561361964733;0,0610037031334507;0,000859505674145411;0,00661375661375661;0,00970017636684303;0,00824514991181658;0,00447796284578121;0,0983245149911817;0,118165784832451;0,108575837742504;0;0;0;0;0,000245405788167807;0,02478313359242;0,0257626949215291;0,0254604681535773;0;0;0;0
"CN";"ALEEP30";0,121469788582241;50,5905651980418;50,9973297730307;50,7515576323988;0;60;60;60;0;15;15;15;0;60;60;60;0,00153999542086603;0,401941019155757;0,407184212948479;0,40395750747263;0,00383660171344825;0,875875098256863;0,891140744081207;0,881294497171916;0,00576369748578467;0,345429600072362;0,367374610101061;0,359765832336735;0,00616226685056731;0,046229245646768;0,0672187649228079;0,0537694385620934;0,00202801494432252;0,0364931019136627;0,043613707165109;0,0403426791277259;0,0021658400685015;0,10057854917668;0,109479305740988;0,104583889630619;0;0;0;0;0,000170769490335998;0,0701692748545016;0,0707295022905267;0,0703932662615393;0;0;0;0
"CN";"ALEEP30RE015";0,0163218080542092;15,2959501557632;15,3502447708055;15,3227859368046;0;15;15;15;0;15;15;15;0,812727700887249;19;22;20,65;0,00198606996696829;0,590743905196785;0,598164579866009;0,594395059706137;0,00604604084004997;0,733707212180721;0,755562556148277;0,744834831011813;0,00561244533682473;0,48435892120154;0,50748531017847;0,493792290588871;0,0118002045652055;0,0427569177090999;0,0871239336264495;0,0637322441773074;0,000692466938331552;0,00979083222073876;0,0124610591900312;0,011125945705385;0,00141821645024769;0,0298175344904317;0,0351579884290165;0,0316199376947041;0;0;0;0;3,28155606469327e-05;0,0209081288725555;0,0210232089964361;0,020970277960095;0;0;0;0
"CN";"ALETF20";0;20;20;20;0;20;20;20;0;20;20;20;0;20;20;20;0,00258058068165268;0,547163131181066;0,558472095583686;0,5524660327077;0,00796846003712631;0,766427872123992;0,799780091121803;0,782005832913046;0,00801313075776785;0,445262986713237;0,477743963418775;0,462834847979268;0,00765431406081599;0,0486634968194224;0,0799464741035412;0,0647905979927935;0,00116320824892191;0,0129060970182466;0,0169114374721851;0,0151757899421451;0,00154351459330951;0,0382732532265243;0,043613707165109;0,0406542056074766;0;0;0;0;2,55580647461187e-05;0,0272946829764019;0,0273890183202288;0,0273385301947372;0;0;0;0
"CN";"ALETF45";0;45;45;45;0;45;45;45;0;45;45;45;0;45;45;45;0,00296889676780508;0,418035602641493;0,427312624515219;0,423369653691846;0,00581076423037166;0,859764532319578;0,883323705058405;0,870457474901029;0,00832171786149742;0,351114104830342;0,383855955020848;0,371753943591814;0,00909574184703745;0,0478013313584733;0,0790435226571369;0,0660197048469426;0,00181552009357323;0,0342679127725857;0,0404984423676012;0,0379617267467735;0,0023956232017025;0,0845571873609257;0,0934579439252336;0,089074321317312;0;0;0;0;3,51580542341246e-05;0,0616968113060515;0,0618302588356118;0,0617537646166472;0;0;0;0
"CN";"MIFEP30";0,182705689060136;20,3787271918113;21,0008900756564;20,7378282153983;0;15;15;15;0;15;15;15;0;60;60;60;0,000773624509530652;0,242393692648609;0,24542017558385;0,244145270832219;0,00237549731992425;0,942444714417079;0,951836675701654;0,946009897996159;0,00525290038613727;0,223962192623924;0,244784690882246;0,236989869202989;0,00557092135553938;0,00628760816534171;0,0258012463936348;0,0177286800274044;0;0;0;0;0;1;1;1;0,223606797749979;19;20;19,95;0,00174446969345584;0,33631813958589;0,344312417519318;0,340244426171239;4,19272552982199;579;597;587
"CN";"MIFEP30RE015";0,00653367736954201;15,0761014686248;15,1019136626613;15,0904316866934;0;15;15;15;0;15;15;15;0,85224162622679;18;21;19,1;0,0013090834541466;0,261655069530809;0,266368179443608;0,264416415293325;0,00262719605039871;0,93343486509185;0,946326780336857;0,939783041370694;0,00540024557398594;0,24257469139626;0,267351175013824;0,256518411539778;0,00560342879189766;0,020874765845889;0,0401334966300247;0,033614763934691;0;0;0;0;0;1;1;1;0,223606797749979;19;20;19,05;0,00212500663327788;0,385362881387065;0,39272351738296;0,3892021711734;1,87504385913616;640;647;643,4
